-1.0,3890.37,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5890.54,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6874.73,-1.0,-1.0
3890.37,-1.0,3890.97,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6459.81,-1.0
-1.0,3890.97,-1.0,3892.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2766.49
-1.0,-1.0,3892.18,-1.0,3893.67,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2526.38,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,3893.67,-1.0,3895.05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3072.42,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,3895.05,-1.0,3895.95,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3711.85,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,3895.95,-1.0,3896.12,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3880.71,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3896.12,-1.0,3895.52,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3464.41,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3895.52,-1.0,3894.31,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2768.36,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3894.31,-1.0,3892.81,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2525.95,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3892.81,-1.0,3891.43,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3069.89,-1.0,-1.0,-1.0,-1.0
3890.54,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3891.43,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3706.93,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,2526.38,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3893.67,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3892.17
-1.0,-1.0,-1.0,-1.0,3072.42,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3893.67,-1.0,3895.05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
