-1.0,3890.42,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3890.51,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3886.27,-1.0,-1.0
3890.42,-1.0,3891.11,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3529.13,-1.0
-1.0,3891.11,-1.0,3892.34,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2836.97
-1.0,-1.0,3892.34,-1.0,3893.83,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2508.51,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,3893.83,-1.0,3895.16,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2992.33,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,3895.16,-1.0,3895.98,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3568.11,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,3895.98,-1.0,3896.07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3892.22,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3896.07,-1.0,3895.41,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3533.81,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3895.41,-1.0,3894.15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2839.01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3894.15,-1.0,3892.66,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2509.28,-1.0,-1.0,-1.0,-1.0,-1.0
